1,0.30121,0.40807,0.10028,0.18313,0.30955,0.17744,0.14546,0.053443,0.16619,0.22714,0.15323,0.40397,0.18426,0.19426,0.22376,0.18758,0.35997,0.34875,0.10499,0.30509,0.15323,0.40807,0.3705,0.34875,0.084557,0.30955,0.3,0.3717,0.22376,0.20766,0.13731,0.13166,0.2358,0.12806,0.13378,0.18313,0.34875,0.38577,0.26472,0.16619,0.24607,0.40397,0.2075,0.086478,0.16407,0.5605,0.30509,0.30207,0.20464,0.17804,0.15871,0.26808,0.27253,0.14544,0.15135,0.30121,0.34264,0.18758,0.24854,0.30509
0.30121,1,0.3924,0.098155,0.181,0.39849,0.17242,0.13597,0.051413,0.16399,0.21215,0.13782,0.38769,0.2547,0.19193,0.20849,0.18538,0.34517,0.33348,0.092304,0.30297,0.13732,0.3924,0.44665,0.33348,0.082352,0.30734,0.29797,0.35541,0.24854,0.26595,0.13991,0.12991,0.23368,0.1196,0.11851,0.181,0.33348,0.50763,0.24904,0.16399,0.23039,0.38769,0.19223,0.084411,0.16211,0.30121,0.30297,0.3,0.20257,0.17601,0.15665,0.26595,0.27033,0.14551,0.13567,0.28622,0.33977,0.18538,0.23225,0.30297
0.40807,0.3924,1,0.12992,0.2389,0.40392,0.2307,0.18246,0.069783,0.21534,0.29497,0.27658,0.60641,0.21823,0.25034,0.28611,0.24348,0.52499,0.51771,0.19706,0.39934,0.17741,0.52212,0.48354,0.45053,0.10796,0.40392,0.39411,0.46479,0.28611,0.27118,0.17681,0.16913,0.30819,0.14527,0.16774,0.2389,0.45053,0.49922,0.41365,0.21534,0.30902,0.50725,0.26472,0.11264,0.21285,0.40807,0.39934,0.39624,0.26808,0.23368,0.20766,0.35065,0.35523,0.25026,0.26452,0.3924,0.43799,0.24348,0.40195,0.39934
0.10028,0.098155,0.12992,1,0.28609,0.1345,0.071906,0.047336,0.078844,0.1136,0.069783,0.024415,0.12032,0.036158,0.094643,0.064761,0.1218,0.12323,0.11264,0.019265,0.33281,0.02427,0.12992,0.1247,0.11264,0.048315,0.1345,0.14471,0.10796,0.064761,0.12007,0.035373,0.099523,0.10338,0.033055,0.030291,0.083202,0.11264,0.12682,0.075007,0.1136,0.067863,0.12032,0.058531,0.067276,0.10756,0.10028,0.1574,0.14986,0.11254,0.097987,0.094948,0.14322,0.15434,0.034758,0.031579,0.098155,0.25127,0.1218,0.072441,0.1574
0.18313,0.181,0.2389,0.28609,1,0.24348,0.12682,0.075007,0.094836,0.16852,0.1247,0.024723,0.21534,0.048315,0.15763,0.11264,0.18478,0.23222,0.20766,0.022351,0.44179,0.024723,0.2389,0.23368,0.20766,0.072441,0.24348,0.25369,0.19081,0.11264,0.19231,0.056409,0.14127,0.18623,0.035402,0.044235,0.14618,0.20766,0.2358,0.12992,0.16852,0.11574,0.21534,0.10028,0.094948,0.16247,0.18313,0.26638,0.25884,0.18478,0.16097,0.14986,0.23824,0.24936,0.0531,0.043736,0.181,0.36025,0.18478,0.097179,0.26638
0.30955,0.39849,0.40392,0.1345,0.24348,1,0.21212,0.12032,0.074157,0.2201,0.20991,0.03065,0.35999,0.084348,0.25539,0.18758,0.24824,0.39697,0.352,0.034748,0.40392,0.03065,0.40392,0.51838,0.352,0.11272,0.4495,0.39849,0.31753,0.24026,0.35523,0.11489,0.17286,0.70563,0.046481,0.069218,0.24348,0.352,0.52059,0.21534,0.2201,0.19081,0.35999,0.16619,0.1171,0.21707,0.30955,0.40392,0.40069,0.27253,0.23805,0.21212,0.35523,0.35999,0.10473,0.066212,0.30734,0.44423,0.24824,0.15553,0.40392
0.17744,0.17242,0.2307,0.071906,0.12682,0.21212,1,0.087803,0.039146,0.1171,0.12333,0.050791,0.21699,0.071361,0.13795,0.11598,0.13128,0.21489,0.19883,0.037261,0.20766,0.050791,0.2307,0.21835,0.19883,0.062988,0.21212,0.20257,0.1956,0.11598,0.14308,0.063785,0.094342,0.16173,0.070329,0.056341,0.12682,0.19883,0.22337,0.13568,0.1171,0.12332,0.21699,0.10521,0.06174,0.11497,0.17744,0.20766,0.20464,0.14006,0.12173,0.10962,0.18313,0.18758,0.074238,0.060537,0.17242,0.24521,0.13128,0.11397,0.20766
0.14546,0.13597,0.18246,0.047336,0.075007,0.12032,0.087803,1,0.028169,0.072441,0.11123,0.10694,0.19056,0.11718,0.086448,0.11449,0.079586,0.15258,0.15624,0.075684,0.14618,0.10682,0.2129,0.15911,0.15624,0.045176,0.12032,0.11052,0.17979,0.11449,0.083202,0.087106,0.060491,0.092601,0.35698,0.084436,0.075007,0.15624,0.1686,0.13458,0.072441,0.12835,0.19056,0.10906,0.040634,0.069954,0.14546,0.11574,0.11264,0.0801,0.069783,0.064761,0.10338,0.10796,0.10019,0.096717,0.13597,0.1544,0.079586,0.13865,0.11574
0.053443,0.051413,0.069783,0.078844,0.094836,0.074157,0.039146,0.028169,1,0.072745,0.037116,0.018613,0.067012,0.024603,0.057163,0.035546,0.076874,0.063388,0.059673,0.012621,0.11838,0.018613,0.069783,0.064787,0.059673,0.030729,0.074157,0.07766,0.060783,0.035546,0.070986,0.019777,0.068048,0.056409,0.02613,0.018177,0.046241,0.059673,0.066818,0.042112,0.08161,0.038512,0.067012,0.032407,0.040976,0.068176,0.053443,0.10739,0.082591,0.063785,0.054118,0.05492,0.082648,0.10861,0.020428,0.020229,0.051413,0.17918,0.076874,0.03701,0.10739
0.16619,0.16399,0.21534,0.1136,0.16852,0.2201,0.1171,0.072441,0.072745,1,0.11489,0.029368,0.19557,0.049938,0.14641,0.10473,0.18008,0.20839,0.18758,0.026011,0.24936,0.029368,0.21534,0.20991,0.18758,0.070974,0.2201,0.23617,0.17418,0.10473,0.18478,0.055351,0.13957,0.16942,0.039839,0.045091,0.1345,0.18758,0.21212,0.12032,0.1659,0.10796,0.19557,0.093956,0.098626,0.15852,0.16619,0.29795,0.24153,0.17695,0.15533,0.14651,0.22482,0.23639,0.052821,0.045176,0.16399,0.34726,0.18008,0.092543,0.24936
0.22714,0.21215,0.29497,0.069783,0.1247,0.20991,0.12333,0.11123,0.037116,0.11489,1,0.13654,0.30274,0.15711,0.13562,0.16569,0.12907,0.24774,0.24854,0.086962,0.20554,0.13654,0.29497,0.25808,0.24854,0.060783,0.20991,0.20054,0.28135,0.16569,0.14096,0.10351,0.092591,0.15961,0.11554,0.10604,0.1247,0.24854,0.27307,0.19995,0.11489,0.18759,0.30274,0.15491,0.059673,0.11301,0.22714,0.20554,0.20257,0.13799,0.1197,0.10755,0.181,0.18538,0.11377,0.1248,0.21215,0.24235,0.12907,0.21989,0.20554
0.15323,0.13782,0.27658,0.024415,0.024723,0.03065,0.050791,0.10694,0.018613,0.029368,0.13654,1,0.33138,0.21123,0.036628,0.15294,0.029485,0.19683,0.23914,0.2379,0.025888,0.21101,0.17741,0.13782,0.1534,0.028922,0.030152,0.019961,0.21258,0.15294,0.025187,0.13627,0.027862,0.025011,0.15968,0.15223,0.024723,0.1534,0.1541,0.2758,0.029368,0.17653,0.21238,0.15263,0.020987,0.02633,0.15323,0.02539,0.022166,0.021633,0.019294,0.021382,0.025187,0.029949,0.23837,0.27518,0.13694,0.065705,0.029485,0.33053,0.02539
